bookURI/type,bookURI/value,bookName/type,bookName/xml:lang,bookName/value,authorName/type,authorName/xml:lang,authorName/value,authorMovement/type,authorMovement/xml:lang,authorMovement/value,bookGenre/type,bookGenre/xml:lang,bookGenre/value,bookAbstract/type,bookAbstract/xml:lang,bookAbstract/value
uri,http://dbpedia.org/resource/Trout_Fishing_in_America,literal,en,Trout Fishing in America,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Prose poetry,literal,en,"Trout Fishing in America is a novella written by Richard Brautigan and published in 1967. It is technically Brautigan's first novel; he wrote it in 1961 before A Confederate General From Big Sur which was published first. Trout Fishing In America is an abstract book without a clear central storyline. Instead, the book contains a series of anecdotes broken into chapters, with the same characters often reappearing from story to story.  The settings of most of the chapters occur in three locales: Brautigan's childhood in the Pacific Northwest of the U.S.; his day-to-day adult life in San Francisco; and a camping trip in Idaho with his wife and infant daughter during the summer of 1961. Most of the chapters were written during this trip.The phrase ""Trout Fishing in America"" is used in various ways: it is the title of the book, a character, a hotel, the act of fishing itself, a modifier (one character is named ""Trout Fishing in America Shorty""), etc.  Brautigan uses the theme of trout fishing as a point of departure for thinly veiled and often comical critiques of mainstream American society and culture.  Several symbolic objects, such as a mayonnaise jar, a Ben Franklin statue in San Francisco's Washington Square, trout, etc. reappear throughout the book.The cover of the book is a photograph of Richard Brautigan and a friend identified as Michaela Le Grand, whom he referred to as his ""Muse."" The photo was taken in San Francisco's Washington Square Park in front of the Benjamin Franklin statue.  The first chapter of the book is an extended and fanciful description of this photo.Arion Press published a deluxe edition of Trout Fishing in America in 2003, with a preface by Ron Loewinsohn, and a color lithograph in half the edition by Wayne Thiebaud."
uri,http://dbpedia.org/resource/All_Watched_Over_by_Machines_of_Loving_Grace,literal,en,All Watched Over by Machines of Loving Grace,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"All Watched Over by Machines of Loving Grace is Richard Brautigan's fifth poetry publication.  Like several of his early works, the entire edition (of 1,500 copies) was distributed for free.  The title poem envisions a world where cybernetics has advanced to a stage where it allows a return to the balance of nature and an elimination of the need for human labor. All thirty-two of the poems in this collection were republished in The Pill Versus the Springhill Mine Disaster.Excerpt from All Watched Over by Machines of Loving Grace (1967)"
uri,http://dbpedia.org/resource/Loading_Mercury_with_a_Pitchfork,literal,en,Loading Mercury with a Pitchfork,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"Loading Mercury with a Pitchfork is Richard Brautigan's ninth poetry publication. Published in 1976, the book includes 127 poems. The four line title poem discusses the effort and interest in undertaking an obviously impossible task, such as loading the liquid metal Mercury using only a pitchfork."
uri,http://dbpedia.org/resource/Rommel_Drives_on_Deep_into_Egypt,literal,en,Rommel Drives on Deep into Egypt,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"Rommel Drives on Deep into Egypt is Richard Brautigan's eighth poetry publication and includes 58 poems.  The title of the book echoes a 1942 San Francisco Chronicle headline describing a successful operation by Rommel during the North African Campaign of World War II.  The six line title poem, reminiscent of Ozymandias, uses this headline to examine the transitory nature of both human endeavor and the reader of the poem. The photograph on the cover of the first softcover edition was taken by Edmund Shea in Golden Gate Park, San Francisco."
uri,http://dbpedia.org/resource/The_Galilee_Hitch-Hiker,literal,en,The Galilee Hitch-Hiker,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"The Galilee Hitch-Hiker is Richard Brautigan's second poetry publication. It was first published in 1958 by White Rabbit Press in a hand-sewn edition of 200, and was sold by a variety of means, including City Lights Bookstore and direct sales by Brautigan to those passing by on the street. In 1966 the book was re-released by The Cranium Press in a run of 700 with an additional 16 signed and numbered copies. Brautigan signed each of the 16 copies in blue pencil and drew a small picture of a fish.The contents consist of one poem with nine separately titled sections.  It was reprinted, in its entirety, in The Pill Versus the Springhill Mine Disaster."
uri,http://dbpedia.org/resource/Please_Plant_This_Book,literal,en,Please Plant This Book,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"Please Plant This Book is Richard Brautigan's sixth poetry publication.  It consists of a folded and glued folder containing eight seed packets.  On the front of each is a poem.  This was Brautigan's last self-publishing venture and came out in an edition of 6,000.  The entire edition was offered for free distribution, and permission to reprint the collection was explicitly granted, as long as the new printing was also offered free-of-charge.  Although a relatively large edition for an early Brautigan work, it's one of the harder items to find.The eight poem titles and associated seed packets are as follows: California Native Flowers Calendula Carrots Lettuce Sweet Alyssum Royal Carpet Squash Shasta Daisy ParsleyThis project was re-created for the first time since 1970 and for the first time in the UK for the inaugural Dinefwr Literature Festival, June 2012, West Wales. saltpeter and the Brautigan Book Club is bringing a trilogy of Brautigan inspired events, one of which is Please Plant This Book, to celebrate the start of this festival, held in the countryside and on the grounds of historical Dinefwr Park and Castle. In addition to reprinting the poetry folders, a mini-album of musical responses will also be distributed for free, and the public will be taken on a walk through the grounds where a pomegranate tree, nicknamed ""the Brautigan pomegranate"", has been planted. Ianthe Brautigan, Brautigan's daughter, was present at the festival, having flown in from San Francisco to join in the celebrations. It is possible to obtain limited edition handmade copies of PPTB for free here."
uri,http://dbpedia.org/resource/The_Pill_Versus_the_Springhill_Mine_Disaster,literal,en,The Pill Versus the Springhill Mine Disaster,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Poetry,literal,en,"The Pill Versus the Springhill Mine Disaster is Richard Brautigan's seventh poetry publication. A limited, signed, hard cover edition of fifty copies was issued simultaneously with the soft cover version of the first edition.The collection of ninety-eight poems includes thirty-eight that were previously uncollected. The rest were gathered from five of Brautigan's previous poetry publications. In some cases, all of the poems from an earlier book were included in this volume.The title poem uses just four lines to draw a parallel between the 1958 Springhill mining disaster in Springhill, Nova Scotia and the use by the author's lover of birth control pills, in that both leave life, with all of its potential, buried forever."
uri,http://dbpedia.org/resource/Revenge_of_the_Lawn,literal,en,Revenge of the Lawn,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Short story,literal,en,"Revenge of the Lawn: Stories 1962-1970 is a collection of 62 short stories written by the American author Richard Brautigan from 1962 to 1970. Like most of Brautigan's works, the stories are whimsical, simply themed, and often surreal. Many of the stories were originally published elsewhere. The book also contains two missing chapters from his work Trout Fishing in America, ""Rembrandt Creek"" and ""Carthage Sink""."
uri,http://dbpedia.org/resource/The_Abortion:_An_Historical_Romance_1966,literal,en,The Abortion: An Historical Romance 1966,literal,en,Richard Brautigan,literal,en,Postmodernism,literal,en,Novel,literal,en,The Abortion: An Historical Romance 1966 is a novel by Richard Brautigan first published in 1971 by Simon and Schuster. In subsequent printings the title is often shortened to simply The Abortion.
uri,http://dbpedia.org/resource/The_Count_of_Monte_Cristo,literal,en,The Count of Monte Cristo,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"The Count of Monte Cristo (French: Le Comte de Monte-Cristo) is an adventure novel by French author Alexandre Dumas (père) completed in 1844. It is one of the author's most popular works, along with The Three Musketeers. Like many of his novels, it is expanded from plot outlines suggested by his collaborating ghostwriter Auguste Maquet.The story takes place in France, Italy, and islands in the Mediterranean during the historical events of 1815–1839: the era of the Bourbon Restoration through the reign of Louis-Philippe of France. It begins just before the Hundred Days period (when Napoleon returned to power after his exile). The historical setting is a fundamental element of the book, an adventure story primarily concerned with themes of hope, justice, vengeance, mercy, and forgiveness. It centres around a man who is wrongfully imprisoned, escapes from jail, acquires a fortune, and sets about getting revenge on those responsible for his imprisonment. However, his plans have devastating consequences for the innocent as well as the guilty. In addition, it is a story that involves romance, loyalty, betrayal, and selfishness, shown throughout the story as characters slowly reveal their true inner nature.The book is considered a literary classic today. According to Luc Sante, ""The Count of Monte Cristo has become a fixture of Western civilization's literature, as inescapable and immediately identifiable as Mickey Mouse, Noah's flood, and the story of Little Red Riding Hood."""
uri,http://dbpedia.org/resource/Georges_(novel),literal,en,Georges (novel),literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"Georges is a short novel by Alexandre Dumas, père set on the island of Mauritius, from 1810 to 1824. This novel is of particular interest to scholars because Dumas reused many of the ideas and plot devices later in The Count of Monte Cristo, and because race and racism are at the center of this novel, and this was a topic on which Dumas, despite his part-African ancestry, rarely wrote.Georges was first published in 1843.  It has been republished in English as George; or, the Planter of the Isle of France.A new translation by Tina Kover, edited by Werner Sollors and with an introduction by Jamaica Kincaid, was published by Random House, Inc./Modern Library in May 2007."
uri,http://dbpedia.org/resource/The_Wolf_Leader,literal,en,The Wolf Leader,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Fantasy literature,literal,en,"The Wolf Leader is an English translation by Alfred Allinson of Le Meneur de loups, an 1857 fantasy novel by Alexandre Dumas. Allinson's translation was first published in London by Methuen in 1904 under the title The Wolf-Leader; the first American edition, edited and somewhat cut by L. Sprague de Camp and illustrated by Mahlon Blaine, was issued under the present title by Prime Press in 1950. The text was also serialized in eight parts in the pulp magazine Weird Tales in the issues for August, 1931-March, 1932."
uri,http://dbpedia.org/resource/Carmen_(novella),literal,en,Carmen (novella),literal,en,Prosper Mérimée,literal,en,Romanticism,literal,en,Novella,literal,en,"Carmen is a novella by Prosper Mérimée, written and first published in 1845. It has been adapted into a number of dramatic works, including the famous opera by Georges Bizet."
uri,http://dbpedia.org/resource/The_Black_Tulip,literal,en,The Black Tulip,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Romance novel,literal,en,"The Black Tulip is a historical novel written by Alexandre Dumas, père."
uri,http://dbpedia.org/resource/Georges_(novel),literal,en,Georges (novel),literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Romance novel,literal,en,"Georges is a short novel by Alexandre Dumas, père set on the island of Mauritius, from 1810 to 1824. This novel is of particular interest to scholars because Dumas reused many of the ideas and plot devices later in The Count of Monte Cristo, and because race and racism are at the center of this novel, and this was a topic on which Dumas, despite his part-African ancestry, rarely wrote.Georges was first published in 1843.  It has been republished in English as George; or, the Planter of the Isle of France.A new translation by Tina Kover, edited by Werner Sollors and with an introduction by Jamaica Kincaid, was published by Random House, Inc./Modern Library in May 2007."
uri,http://dbpedia.org/resource/The_Vicomte_of_Bragelonne:_Ten_Years_Later,literal,en,The Vicomte of Bragelonne: Ten Years Later,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Romanticism,literal,en,"The Vicomte of Bragelonne: Ten Years Later (French: Le Vicomte de Bragelonne ou Dix ans plus tard [lə vikɔ̃t də bʁaʒəlɔn u diz‿ɑ̃ ply taʁ]) is a novel by Alexandre Dumas. It is the third and last of the d'Artagnan Romances, following The Three Musketeers and Twenty Years After. It appeared first in serial form between 1847 and 1850.  In the English translations, the 268 chapters of this large volume are usually subdivided into three, but sometimes four or even five individual books. In three-volume English editions the volumes are entitled The Vicomte de Bragelonne, Louise de la Vallière, and The Man in the Iron Mask.  Each volume is roughly the length of the original The Three Musketeers. In four-volume editions volume names remain except that Louise de la Vallière and The Man in the Iron Mask move from second and third volumes to third and fourth, with Ten Years Later becoming the second volume. There are usually no volume-specific names in five-volume editions."
uri,http://dbpedia.org/resource/Twenty_Years_After,literal,en,Twenty Years After,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Romanticism,literal,en,"Twenty Years After (French: Vingt ans après) is a novel by Alexandre Dumas, first serialized from January to August, 1845. A book of the D'Artagnan Romances, it is a sequel to The Three Musketeers and precedes The Vicomte de Bragelonne (which includes the sub-plot, Man in the Iron Mask).The novel follows events in France during the Fronde, during the childhood reign of Louis XIV, and in England near the end of the English Civil War, leading up to the victory of Oliver Cromwell and the execution of King Charles I. Through the words of the main characters, particularly Athos, Dumas comes out on the side of the monarchy in general, or at least the text often praises the idea of benevolent royalty. His musketeers are valiant and just in their efforts to protect young Louis XIV and the doomed Charles I from their attackers."
uri,http://dbpedia.org/resource/The_Queen's_Necklace,literal,en,The Queen's Necklace,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"The Queen's Necklace is a novel by Alexandre Dumas that was published in 1849 and 1850 (immediately following the French Revolution of 1848). It is loosely based on the Affair of the Diamond Necklace, an episode involving fraud and royal scandal that made headlines at the court of Louis XVI in the 1780s."
uri,http://dbpedia.org/resource/The_Count_of_Monte_Cristo,literal,en,The Count of Monte Cristo,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"The Count of Monte Cristo (French: Le Comte de Monte-Cristo) is an adventure novel by French author Alexandre Dumas (père) completed in 1844. It is one of the author's most popular works, along with The Three Musketeers. Like many of his novels, it is expanded from plot outlines suggested by his collaborating ghostwriter Auguste Maquet.The story takes place in France, Italy, and islands in the Mediterranean during the historical events of 1815–1839: the era of the Bourbon Restoration through the reign of Louis-Philippe of France. It begins just before the Hundred Days period (when Napoleon returned to power after his exile). The historical setting is a fundamental element of the book, an adventure story primarily concerned with themes of hope, justice, vengeance, mercy, and forgiveness. It centres around a man who is wrongfully imprisoned, escapes from jail, acquires a fortune, and sets about getting revenge on those responsible for his imprisonment. However, his plans have devastating consequences for the innocent as well as the guilty. In addition, it is a story that involves romance, loyalty, betrayal, and selfishness, shown throughout the story as characters slowly reveal their true inner nature.The book is considered a literary classic today. According to Luc Sante, ""The Count of Monte Cristo has become a fixture of Western civilization's literature, as inescapable and immediately identifiable as Mickey Mouse, Noah's flood, and the story of Little Red Riding Hood."""
uri,http://dbpedia.org/resource/The_Three_Musketeers,literal,en,The Three Musketeers,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"The Three Musketeers (French: Les Trois Mousquetaires [le tʁwa muskətɛʁ]) is a historical novel by Alexandre Dumas, which in its plot has some aspects of an early political thriller.Set in the 17th century, it recounts the adventures of a young man named d'Artagnan (based on Charles de Batz-Castelmore d'Artagnan) after he leaves home to travel to Paris, to join the Musketeers of the Guard. D'Artagnan is not one of the musketeers of the title; those being his friends Athos, Porthos and Aramis, inseparable friends who live by the motto ""one for all, all for one"" (""un pour tous, tous pour un""), a motto which is first put forth by d'Artagnan.In genre, The Three Musketeers is primarily a historical novel and adventure. However, Dumas also frequently works into the plot various injustices, abuses and absurdities of the old regime, giving the novel an additional political aspect at a time when the debate in France between republicans and monarchists was still fierce. The story was first serialized from March to July 1844, during the July Monarchy, four years before the French Revolution of 1848 violently established the Second Republic. The author's father, Thomas-Alexandre Dumas, had been a well-known General in France's Republican army during the French Revolutionary Wars.The story of d'Artagnan is continued in Twenty Years After and The Vicomte of Bragelonne: Ten Years Later. Those three novels by Dumas are together known as the d'Artagnan Romances."
uri,http://dbpedia.org/resource/Georges_(novel),literal,en,Georges (novel),literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"Georges is a short novel by Alexandre Dumas, père set on the island of Mauritius, from 1810 to 1824. This novel is of particular interest to scholars because Dumas reused many of the ideas and plot devices later in The Count of Monte Cristo, and because race and racism are at the center of this novel, and this was a topic on which Dumas, despite his part-African ancestry, rarely wrote.Georges was first published in 1843.  It has been republished in English as George; or, the Planter of the Isle of France.A new translation by Tina Kover, edited by Werner Sollors and with an introduction by Jamaica Kincaid, was published by Random House, Inc./Modern Library in May 2007."
uri,http://dbpedia.org/resource/La_Reine_Margot_(novel),literal,en,La Reine Margot (novel),literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"La Reine Margot (Eng Queen Margot) is a historical novel written in 1845 by Alexandre Dumas, père, whose previous works include The Count of Monte Cristo and The Three Musketeers.Although La Reine Margot is based on real characters and events, certain aspects of the novel may be inconsistent with the historical record; historians have attributed this to artistic licence and the fact that Dumas might have been influenced by propaganda against certain characters, notably Catherine. Written in French, it was almost immediately  translated into English, first anonymously, and soon after by David Bogue as Marguerite de Valois: An Historical Romance."
uri,http://dbpedia.org/resource/La_Sanfelice,literal,en,La Sanfelice,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,Historical fiction,literal,en,"La Sanfelice (or La San Felice) is an 1864 novel by the French writer Alexandre Dumas. It depicts the arrest and execution in Naples of Luisa Sanfelice, who was accused of conspiring with the French and their supporters against Ferdinand I of the Two Sicilies during the French Revolutionary War. Lord Nelson and Lady Hamilton, who were in Naples at the time, also feature as characters."
uri,http://dbpedia.org/resource/The_Black_Tulip,literal,en,The Black Tulip,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,History,literal,en,"The Black Tulip is a historical novel written by Alexandre Dumas, père."
uri,http://dbpedia.org/resource/Twenty_Years_After,literal,en,Twenty Years After,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,History,literal,en,"Twenty Years After (French: Vingt ans après) is a novel by Alexandre Dumas, first serialized from January to August, 1845. A book of the D'Artagnan Romances, it is a sequel to The Three Musketeers and precedes The Vicomte de Bragelonne (which includes the sub-plot, Man in the Iron Mask).The novel follows events in France during the Fronde, during the childhood reign of Louis XIV, and in England near the end of the English Civil War, leading up to the victory of Oliver Cromwell and the execution of King Charles I. Through the words of the main characters, particularly Athos, Dumas comes out on the side of the monarchy in general, or at least the text often praises the idea of benevolent royalty. His musketeers are valiant and just in their efforts to protect young Louis XIV and the doomed Charles I from their attackers."
uri,http://dbpedia.org/resource/Le_Chevalier_de_Maison-Rouge,literal,en,Le Chevalier de Maison-Rouge,literal,en,Alexandre Dumas,literal,en,Romanticism,literal,en,History,literal,en,"Le Chevalier de Maison-Rouge (translated as The Knight of Maison-Rouge: A Novel of Marie Antoinette or The Knight of the Red House) was written in 1845 by Alexandre Dumas, père.  It is related to a series referred to as the Marie Antoinette romances, though technically not part of that series as the characters of Joseph Balsamo (also known as Cagliostro) and Doctor Gilbert do not appear in the novel, and many of the other series protagonists have died by the start of this novel.  The novel takes place shortly after the end of the series, following the death of Louis XVI.  Set in Paris during the Reign of Terror, the novel follows the adventures of a brave young man named Maurice Lindey who unwittingly implicates himself in a Royalist plot to rescue Marie Antoinette from prison.  Maurice is devoted to the Republican cause, but his infatuation with a beautiful young woman leads him into the service of the mysterious Knight of Maison-Rouge, the mastermind behind the plot. Alexandre Dumas based events in the novel on ""the affair of the carnation"", an attempt by the Marquis Alexandre Gonsse de Rougeville to communicate with Marie Antoinette by hiding a secret message in the petals of a carnation.  According to the biography La vie d'Alexandre Dumas père by J. Lucas-Dubreton, Dumas had originally titled the work Le Chevalier de Rougeville, but changed the title to Le Chevalier de Maison-Rouge after receiving a complaint from the son of the Marquis de Rougeville."
uri,http://dbpedia.org/resource/Pulp_(novel),literal,en,Pulp (novel),literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Detective fiction,literal,en,"Pulp is the last completed novel by Los Angeles poet and writer Charles Bukowski. It was published in 1994, shortly before Bukowski's death. He began writing it in 1991 and encountered several problems during its creation. He fell ill during the spring of 1993, only three-quarters of the way through Pulp."
uri,http://dbpedia.org/resource/The_Spinal_Cord_Perception,literal,en,The Spinal Cord Perception,literal,en,Josh Dies,literal,en,Postmodern literature,literal,en,Novel,literal,en,"The Spinal Cord Perception is the first novel by Joshua S. Porter, better known by his stage name Josh Dies, the singer/songwriter for the band Showbread. Self-published by Porter in 2006, the book revolves around a small-town substitute teacher named David Rivers, who is haunted by a small black monster which he refers to as the ""Llapasllaly"". Written in a stream of consciousness narrative, the story is told in a series of bi-polar rants by Rivers, and chronicles his thoughts in non-linear sequences from childhood through his adult life. It depicts his downward spiral into depression, apathy and an apparent anti-social personality disorder. The novel depicts many hallucinations from Rivers' perspective, and the reader is left not knowing which scenes are reality and which are fantasy.Porter has described the book as ""Equal parts black comedy, scathing satire, bleak horror and love story."""
uri,http://dbpedia.org/resource/The_Call_of_the_Toad,literal,en,The Call of the Toad,literal,en,Günter Grass,literal,en,Vergangenheitsbewältigung,literal,en,Novel,literal,en,"The Call of the Toad, published in Germany in 1992 as Unkenrufe, is a novel by Danzig-born German author Günter Grass. It describes the love story between the German widower Alexander Reschke and Alexandra Polin widowed Piatkowska. It was adapted into a 2005 film directed by Robert Gliński."
uri,http://dbpedia.org/resource/Dog_Years_(novel),literal,en,Dog Years (novel),literal,en,Günter Grass,literal,en,Vergangenheitsbewältigung,literal,en,Novel,literal,en,"Dog Years (Hundejahre) is a novel by Günter Grass. It was first published in Germany in 1963. Its English translation, by Ralph Manheim, was first published in 1965. It is the third and last volume of his Danzig Trilogy, the other two being The Tin Drum and Cat and Mouse. The novel consists of three different chronological parts, from the 1920s to the 1950s. The main characters are Walter Matern and Eduard Amsel."
uri,http://dbpedia.org/resource/Crabwalk,literal,en,Crabwalk,literal,en,Günter Grass,literal,en,Vergangenheitsbewältigung,literal,en,Novel,literal,en,"Crabwalk, published in Germany in 2002 as Im Krebsgang, is a novel by Danzig-born German author Günter Grass.  As in earlier works, Grass concerns himself with the effects of the past on the present; he interweaves various strands and combines fact and fiction.   While the murder of Wilhelm Gustloff by David Frankfurter and the sinking of the ship the Wilhelm Gustloff are real events, the fictional members of the Pokriefke family bring these events into our own time."
uri,http://dbpedia.org/resource/Cat_and_Mouse_(novella),literal,en,Cat and Mouse (novella),literal,en,Günter Grass,literal,en,Vergangenheitsbewältigung,literal,en,Novel,literal,en,"Cat and Mouse, published in Germany in 1961 as Katz und Maus, is a novella by Günter Grass, the second book of the Danzig Trilogy, and the sequel to The Tin Drum. It is about Joachim Mahlke, an alienated only child without a father. The narrator Pilenz ""alone could be termed his friend, if it were possible to be friends with Mahlke"" (p. 78); much of Pilenz's narration addresses Mahlke directly by means of second-person narration. The story is set in Danzig (Gdańsk) around the time of the Second World War and Nazi rule."
uri,http://dbpedia.org/resource/Post_Office_(novel),literal,en,Post Office (novel),literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Autobiographical novel,literal,en,"Post Office is the first novel written by Charles Bukowski, published in 1971 when he was 50 years old."
uri,http://dbpedia.org/resource/Hollywood_(Bukowski_novel),literal,en,Hollywood (Bukowski novel),literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Autobiographical novel,literal,en,Hollywood is a 1989 novel by Charles Bukowski which fictionalizes his experiences of adapting his novel into the film Barfly. It is narrated in the first person.
uri,http://dbpedia.org/resource/Women_(novel),literal,en,Women (novel),literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Autobiographical novel,literal,en,"Women is a 1978 novel written by Charles Bukowski, starring his semi-autobiographical character Henry Chinaski. In contrast to Factotum, Post Office and Ham on Rye, Women is centered on Chinaski's later life, as a celebrated poet and writer, not as a dead-end lowlife. It does, however, feature the same constant carousel of women with whom Chinaski only finds temporary fulfillment."
uri,http://dbpedia.org/resource/Factotum_(novel),literal,en,Factotum (novel),literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Autobiographical novel,literal,en,Factotum (1975) is the second novel by American author Charles Bukowski.
uri,http://dbpedia.org/resource/Ham_on_Rye,literal,en,Ham on Rye,literal,en,Charles Bukowski,literal,en,Transgressive fiction,literal,en,Autobiographical novel,literal,en,"Ham on Rye is a 1982 semi-autobiographical novel by American author and poet Charles Bukowski. Written in the first person, the novel follows Henry Chinaski, Bukowski’s thinly-veiled alter ego, during his early years. Written in Bukowski’s characteristically straightforward prose, the novel tells of his coming-of-age in Los Angeles during the Great Depression."
uri,http://dbpedia.org/resource/Chemmeen_(novel),literal,en,Chemmeen (novel),literal,en,Thakazhi Sivasankara Pillai,literal,en,Realism (arts),literal,en,Romance novel,literal,en,"Chemmeen (Malayalam: ചെമ്മീൻ, cemmīn [t͡ʃemmiːn], lit. prawn) is a Malayalam novel written by Thakazhi Sivasankara Pillai in 1956. Chemmeen tells the story of the relationship between Karuthamma, the daughter of a Hindu fisherman, and Pareekutti, the son of a Muslim fish wholesaler. The theme of the novel is a myth among the fishermen communities along the coastal Kerala State in the Southern India. The myth is about chastity. If the married fisher woman was infidel when her husband was in the sea, the Sea Goddess (Kadalamma literally means Mother Sea) the Goddess would consume him. It is to perpetuate this myth that Thakazhi wrote this beautiful novel. It was adapted into a film of same name, which won critical acclaim and commercial success.Thakazhi made a departure from his a vowed commitment to realism as it appeared in his works till then he brought in a fresh breeze of lyricism and romanticism. The novel acquires the quality of a fable in which life in the fishermen’s community is depicted with great emotional detail. The customs, taboos, beliefs, rituals and the day-to-day business of living through the pain of stark existence come alive magically through Thakazhi’s pen.Chemmeen won the Kendra Sahitya Akademi Award, India's second highest literary prize, in 1957."
uri,http://dbpedia.org/resource/The_Most_Beautiful_Woman_in_Town,literal,en,The Most Beautiful Woman in Town,literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Short story collection,literal,en,"The Most Beautiful Woman in Town & Other Stories is a collection of anecdotal short stories by American author Charles Bukowski. The stories are written in both the first and third-person, in Bukowski's trademark semi-autobiographical short prose style. In keeping with his other works, themes include: Los Angeles bar culture; alcoholism; gambling; sex and violence. However, many of the stories contain elements of fantasy and surrealism. The book was initially printed as Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness. The stories originally appeared in Open City, Nola Express, Knight, Adam, Adam Reader, Pix, The Berkeley Barb and Evergreen Review."
uri,http://dbpedia.org/resource/Chemmeen_(novel),literal,en,Chemmeen (novel),literal,en,Thakazhi Sivasankara Pillai,literal,en,Realism (arts),literal,en,Drama,literal,en,"Chemmeen (Malayalam: ചെമ്മീൻ, cemmīn [t͡ʃemmiːn], lit. prawn) is a Malayalam novel written by Thakazhi Sivasankara Pillai in 1956. Chemmeen tells the story of the relationship between Karuthamma, the daughter of a Hindu fisherman, and Pareekutti, the son of a Muslim fish wholesaler. The theme of the novel is a myth among the fishermen communities along the coastal Kerala State in the Southern India. The myth is about chastity. If the married fisher woman was infidel when her husband was in the sea, the Sea Goddess (Kadalamma literally means Mother Sea) the Goddess would consume him. It is to perpetuate this myth that Thakazhi wrote this beautiful novel. It was adapted into a film of same name, which won critical acclaim and commercial success.Thakazhi made a departure from his a vowed commitment to realism as it appeared in his works till then he brought in a fresh breeze of lyricism and romanticism. The novel acquires the quality of a fable in which life in the fishermen’s community is depicted with great emotional detail. The customs, taboos, beliefs, rituals and the day-to-day business of living through the pain of stark existence come alive magically through Thakazhi’s pen.Chemmeen won the Kendra Sahitya Akademi Award, India's second highest literary prize, in 1957."
uri,http://dbpedia.org/resource/Pulp_(novel),literal,en,Pulp (novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Detective fiction,literal,en,"Pulp is the last completed novel by Los Angeles poet and writer Charles Bukowski. It was published in 1994, shortly before Bukowski's death. He began writing it in 1991 and encountered several problems during its creation. He fell ill during the spring of 1993, only three-quarters of the way through Pulp."
uri,http://dbpedia.org/resource/More_Notes_of_Dirty_Old_Man,literal,en,More Notes of Dirty Old Man,literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Essay,literal,en,"More Notes of a Dirty Old Man: The Uncollected Columns is written by Charles Bukowski, edited by David Stephen Calonne, and published by City Lights.  It includes newspaper columns and essays that have never been collected and published together."
uri,http://dbpedia.org/resource/More_Notes_of_a_Dirty_Old_Man,literal,en,More Notes of a Dirty Old Man,literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Essay,literal,en,"More Notes of a Dirty Old Man: The Uncollected Columns is written by Charles Bukowski, edited by David Calonne, and published by City Lights.  It includes newspaper columns and essays that have never been collected and published together."
uri,http://dbpedia.org/resource/Pulp_(novel),literal,en,Pulp (novel),literal,en,Charles Bukowski,literal,en,Dirty realism,literal,en,Pulp magazine,literal,en,"Pulp is the last completed novel by Los Angeles poet and writer Charles Bukowski. It was published in 1994, shortly before Bukowski's death. He began writing it in 1991 and encountered several problems during its creation. He fell ill during the spring of 1993, only three-quarters of the way through Pulp."
